,number,value,datetime_start,datetime_complete,duration,params_boosting_type,params_colsample_bytree,params_learning_rate,params_max_bin,params_max_depth,params_min_child_samples,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample_freq,state,params_n_estimators
766,766,0.20050916770548158,2023-06-29 13:58:52.590640,2023-06-29 13:59:04.448294,0 days 00:00:11.857654,goss,0.49959395980494686,0.004678674971715825,216,6,13,57,9.080763808774237e-05,1.4222211250766676e-08,1,COMPLETE,2234
481,481,0.20054893586930644,2023-06-29 13:35:50.558163,2023-06-29 13:35:53.372795,0 days 00:00:02.814632,goss,0.5361822031407915,0.02968235088767841,35,7,5,36,0.1907688143871929,1.070072851235423e-07,4,COMPLETE,296
45,45,0.20055198062922305,2023-06-29 13:16:46.483015,2023-06-29 13:16:49.594707,0 days 00:00:03.111692,goss,0.6301708779646527,0.025750981997371622,181,8,19,23,4.959807397092804e-07,0.00042722732436835636,4,COMPLETE,484
166,166,0.20058226731408862,2023-06-29 13:20:52.260454,2023-06-29 13:20:54.196472,0 days 00:00:01.936018,goss,0.520505235264732,0.05709831329646658,36,5,16,62,4.2379584224046286e-05,2.9501508917950273e-05,6,COMPLETE,201
977,977,0.20060981133384442,2023-06-29 14:16:44.494347,2023-06-29 14:16:46.008320,0 days 00:00:01.513973,goss,0.47479867689413174,0.0874622874857776,130,5,12,44,0.015890365442227564,6.678408531380627e-07,3,COMPLETE,169
752,752,0.20066784968584972,2023-06-29 13:58:01.970924,2023-06-29 13:58:03.732341,0 days 00:00:01.761417,goss,0.5986531672814618,0.06127040293455848,54,5,12,93,1.023278879300836e-05,0.3631980702379733,3,COMPLETE,145
262,262,0.2007041466809883,2023-06-29 13:24:53.525327,2023-06-29 13:24:55.318296,0 days 00:00:01.792969,goss,0.5555509872914408,0.060453678984077476,105,6,13,48,0.28774801542319167,1.6376589234832458e-06,6,COMPLETE,244
600,600,0.20076875128118415,2023-06-29 13:44:02.329858,2023-06-29 13:44:03.831184,0 days 00:00:01.501326,goss,0.5591635989411631,0.07181146205552272,36,5,16,53,4.831002875570898e-06,0.009263011664810037,3,COMPLETE,163
22,22,0.20084786237508584,2023-06-29 13:15:39.896438,2023-06-29 13:15:41.843081,0 days 00:00:01.946643,goss,0.5653774293567408,0.059988801625237134,44,7,26,128,2.2278277808294764e-07,7.822475221363597e-06,5,COMPLETE,270
608,608,0.2008687947998193,2023-06-29 13:44:34.471771,2023-06-29 13:44:35.774546,0 days 00:00:01.302775,goss,0.6054640544046537,0.07523079613962695,47,5,14,58,2.0702964004091724e-08,8.110792212652917e-07,2,COMPLETE,145
980,980,0.20086966279335433,2023-06-29 14:16:54.013774,2023-06-29 14:17:29.638681,0 days 00:00:35.624907,goss,0.4492020570030307,0.003647051710264686,43,5,13,28,0.15116784362794272,2.8707137246889174e-08,5,COMPLETE,2623
454,454,0.20090349793599435,2023-06-29 13:33:13.793332,2023-06-29 13:33:16.780168,0 days 00:00:02.986836,goss,0.5862017804475319,0.043255614667923624,36,5,12,37,2.8724074939267887e-05,1.4958784404023993e-07,3,COMPLETE,269
617,617,0.2009283164548718,2023-06-29 13:45:02.608329,2023-06-29 13:45:03.644666,0 days 00:00:01.036337,goss,0.49821654886966915,0.099610901095304,40,5,11,67,0.002142221891948779,3.224685800239857e-08,3,COMPLETE,117
672,672,0.2009573850450297,2023-06-29 13:49:52.941159,2023-06-29 13:49:55.469853,0 days 00:00:02.528694,goss,0.467027837382131,0.03893196991750896,55,7,14,38,0.0008123446561757171,0.13150950067517297,6,COMPLETE,367
461,461,0.20097696721251299,2023-06-29 13:34:03.697102,2023-06-29 13:34:05.043823,0 days 00:00:01.346721,goss,0.5131873225996915,0.08525978328002133,40,5,5,57,0.04386491887687555,2.4703545207169718e-06,4,COMPLETE,83
60,60,0.2010604176760402,2023-06-29 13:17:15.183239,2023-06-29 13:17:16.934032,0 days 00:00:01.750793,goss,0.5331635070222583,0.06294144458254271,57,5,11,52,2.4084250986535807e-05,1.9898090631002761e-07,6,COMPLETE,138
868,868,0.20126500339460898,2023-06-29 14:07:01.746152,2023-06-29 14:07:05.239385,0 days 00:00:03.493233,goss,0.5523832464066629,0.031780277436239374,152,5,10,65,3.5228374224020977,0.001889858668718918,4,COMPLETE,969
912,912,0.20129598962686324,2023-06-29 14:11:02.001503,2023-06-29 14:11:03.663449,0 days 00:00:01.661946,goss,0.41807125116365457,0.0661615370020702,58,5,9,49,1.2962260613876705e-05,1.510785295734633e-08,5,COMPLETE,139
144,144,0.2014669136377441,2023-06-29 13:20:06.207709,2023-06-29 13:20:07.886298,0 days 00:00:01.678589,goss,0.467828140188499,0.0770517846478798,39,6,8,48,1.0146101004548516e-05,7.701701266345456e-07,4,COMPLETE,156
763,763,0.20151106695404364,2023-06-29 13:58:40.959969,2023-06-29 13:58:42.327021,0 days 00:00:01.367052,goss,0.4539005045821975,0.07333702277837847,102,5,16,61,1.0417426505360765e-05,9.483524896591165e-07,1,COMPLETE,191
695,695,0.20156242059280174,2023-06-29 13:52:05.625947,2023-06-29 13:52:12.379006,0 days 00:00:06.753059,goss,0.6215938459262039,0.00925061791093385,47,5,6,61,1.1251241066816995,0.004301229940481866,6,COMPLETE,1330
838,838,0.20158521487478592,2023-06-29 14:04:37.391757,2023-06-29 14:04:51.783696,0 days 00:00:14.391939,goss,0.6126668161383217,0.0026982944291363492,32,5,13,52,7.88650404390949e-06,0.003407566135931028,3,COMPLETE,2995
126,126,0.20159587540182874,2023-06-29 13:19:22.872805,2023-06-29 13:19:24.477101,0 days 00:00:01.604296,goss,0.5614074555548282,0.07252597582093571,36,5,16,54,4.218386319022628e-05,4.028905207996987e-08,6,COMPLETE,229
615,615,0.2016146533462017,2023-06-29 13:44:59.071521,2023-06-29 13:45:00.875481,0 days 00:00:01.803960,goss,0.5872901168532125,0.06942125113759899,36,5,10,64,9.358204102791534e-07,2.9251794615978535e-06,5,COMPLETE,191
341,341,0.20174802531150976,2023-06-29 13:28:43.445900,2023-06-29 13:28:48.328356,0 days 00:00:04.882456,goss,0.5364771694560242,0.01438744523662138,35,7,5,38,1.5216023545465858,1.6288831219099448e-07,3,COMPLETE,767
602,602,0.2017666255475121,2023-06-29 13:44:06.421408,2023-06-29 13:44:10.806238,0 days 00:00:04.384830,goss,0.4287714794851001,0.02245731695211969,73,5,5,42,0.005077740181888109,3.6889110725421173,5,COMPLETE,736
408,408,0.20176798367079748,2023-06-29 13:31:25.575486,2023-06-29 13:31:26.911932,0 days 00:00:01.336446,goss,0.5570209000283138,0.05070219377770871,35,5,5,42,6.519709002936391e-08,6.6891011280494175e-06,3,COMPLETE,162
755,755,0.2017812826642928,2023-06-29 13:58:18.964531,2023-06-29 13:58:21.305897,0 days 00:00:02.341366,goss,0.5558214168465375,0.042979147775403806,43,5,8,28,3.5539372751083424e-05,0.748212258574075,5,COMPLETE,289
855,855,0.2018098371900677,2023-06-29 14:05:52.346155,2023-06-29 14:06:03.022960,0 days 00:00:10.676805,goss,0.5021094357851248,0.00441292247981186,32,5,16,28,9.07662280465133e-06,1.6166419140232042e-07,3,COMPLETE,2594
278,278,0.20187088649507362,2023-06-29 13:25:31.814489,2023-06-29 13:25:35.051589,0 days 00:00:03.237100,goss,0.5135108411971833,0.022871780685054733,59,5,10,65,0.025063897227896,5.974841911882121e-08,3,COMPLETE,397
99,99,0.20190707684710202,2023-06-29 13:18:29.251530,2023-06-29 13:18:31.268806,0 days 00:00:02.017276,goss,0.5121852479551947,0.046997171738739275,59,5,7,20,0.00023496751101430058,3.218120500896297e-08,6,COMPLETE,197
745,745,0.20196310391349526,2023-06-29 13:57:16.818841,2023-06-29 13:57:18.512159,0 days 00:00:01.693318,goss,0.35500975125203305,0.05485984914237444,51,5,11,67,6.313639164636829e-05,3.5541681191610694e-08,3,COMPLETE,171
779,779,0.20198290377985784,2023-06-29 14:00:23.609028,2023-06-29 14:00:26.163720,0 days 00:00:02.554692,goss,0.47600756041963943,0.06200899269620503,44,5,13,37,6.1572166610791985,1.9496042887487064e-05,2,COMPLETE,714
645,645,0.2019884056859647,2023-06-29 13:47:40.172904,2023-06-29 13:47:41.539831,0 days 00:00:01.366927,goss,0.4842149648038314,0.09154662384302813,45,5,9,29,0.026244899368260386,0.006659425139537578,3,COMPLETE,107
562,562,0.20206168970375893,2023-06-29 13:41:21.366973,2023-06-29 13:41:22.839909,0 days 00:00:01.472936,goss,0.4741602573084293,0.07530344274349605,54,5,15,59,0.39568583242054434,0.0016783777176038075,3,COMPLETE,228
659,659,0.20207055868632634,2023-06-29 13:48:45.504161,2023-06-29 13:48:47.792580,0 days 00:00:02.288419,goss,0.5547906906956482,0.07740237885684355,53,5,11,27,2.2126561034769902e-05,9.69550781254494,3,COMPLETE,255
569,569,0.20209312295571202,2023-06-29 13:41:31.166126,2023-06-29 13:41:32.960796,0 days 00:00:01.794670,goss,0.6114384243216027,0.06022376361302422,131,5,5,61,3.269843081335208e-05,2.22903583980653e-06,5,COMPLETE,150
388,388,0.20210708394597987,2023-06-29 13:30:39.720832,2023-06-29 13:30:41.508352,0 days 00:00:01.787520,goss,0.4764628814984798,0.042457750183791866,43,6,5,53,0.01430929102592269,3.2711390773084814e-06,3,COMPLETE,197
589,589,0.20216226445630509,2023-06-29 13:43:11.056445,2023-06-29 13:43:17.027984,0 days 00:00:05.971539,goss,0.5201110977488661,0.011108476549016139,174,5,15,43,8.901357096535432e-06,5.9020047902671746e-05,3,COMPLETE,1058
529,529,0.20223014793799418,2023-06-29 13:39:24.701334,2023-06-29 13:39:26.155153,0 days 00:00:01.453819,goss,0.50169814560818,0.07571711248903377,36,5,11,35,6.365458393177606e-05,2.1768816567200266e-05,3,COMPLETE,147
210,210,0.20235970685416504,2023-06-29 13:22:28.931144,2023-06-29 13:22:30.683108,0 days 00:00:01.751964,goss,0.46313755279900665,0.07751689665689243,53,5,5,42,8.007851868815187e-05,3.594721720055339e-08,5,COMPLETE,110
463,463,0.20236626706414443,2023-06-29 13:34:06.878159,2023-06-29 13:34:10.396978,0 days 00:00:03.518819,goss,0.4947036801048368,0.020396976743702385,49,6,21,22,9.496360343720696e-05,0.00014800466751472497,3,COMPLETE,571
322,322,0.20238377342804859,2023-06-29 13:27:52.104867,2023-06-29 13:27:54.081992,0 days 00:00:01.977125,goss,0.5606736028298657,0.040858950657177116,162,5,12,4,0.021071761173323416,0.0004479428039985362,5,COMPLETE,389
277,277,0.20239016163083018,2023-06-29 13:25:29.852949,2023-06-29 13:25:31.812767,0 days 00:00:01.959818,goss,0.500166890268867,0.04858119991472659,47,5,16,25,0.010077120778090812,8.429577086356067e-08,3,COMPLETE,321
184,184,0.20243625681934882,2023-06-29 13:21:34.182770,2023-06-29 13:21:35.911194,0 days 00:00:01.728424,goss,0.48593673206627974,0.07668657898221029,43,5,8,54,3.7338249301960675e-06,3.2512508146885654e-08,6,COMPLETE,149
468,468,0.20249098206364208,2023-06-29 13:34:31.356797,2023-06-29 13:34:33.511420,0 days 00:00:02.154623,goss,0.5109971010895806,0.03813079601828979,37,5,18,33,7.836318906103416e-06,1.1543191805199906e-05,3,COMPLETE,420
24,24,0.20266198889604525,2023-06-29 13:15:44.510293,2023-06-29 13:15:48.981548,0 days 00:00:04.471255,goss,0.5656506130379865,0.018500138664958334,82,7,29,121,7.398176292387441e-07,4.409371669436007e-06,6,COMPLETE,850
315,315,0.20269569893267536,2023-06-29 13:27:34.216660,2023-06-29 13:27:38.526878,0 days 00:00:04.310218,goss,0.5494768492980274,0.016667767753006078,214,5,17,25,0.005400476284650765,7.580883790772166e-08,3,COMPLETE,887
485,485,0.20285588736684435,2023-06-29 13:36:08.163908,2023-06-29 13:36:09.619516,0 days 00:00:01.455608,goss,0.5179065807750419,0.08428504681301166,35,5,7,44,0.0030882517515893864,0.00022646674719990672,3,COMPLETE,147
52,52,0.2028613844436401,2023-06-29 13:17:03.981615,2023-06-29 13:17:05.364072,0 days 00:00:01.382457,goss,0.5933376844839813,0.08686146110817838,32,7,16,62,0.00013024746934279873,1.2164966487876296e-08,7,COMPLETE,132
863,863,0.20311065031655762,2023-06-29 14:06:34.212116,2023-06-29 14:06:41.880752,0 days 00:00:07.668636,goss,0.3360629078164715,0.008681403849316092,46,7,11,36,1.7307616616732484,1.5385737673266172e-06,3,COMPLETE,1678
519,519,0.2031131113092589,2023-06-29 13:38:48.077025,2023-06-29 13:38:49.376431,0 days 00:00:01.299406,goss,0.4287936233313092,0.08897186498000915,49,7,16,48,1.5795496507463125e-05,1.1207070363016852e-05,3,COMPLETE,202
32,32,0.20316166234070554,2023-06-29 13:16:05.200549,2023-06-29 13:16:07.695429,0 days 00:00:02.494880,goss,0.5465394965277337,0.0356424189266933,229,7,21,68,5.072499248138908e-07,1.4771394527450978e-06,4,COMPLETE,476
514,514,0.203220606818298,2023-06-29 13:38:40.020283,2023-06-29 13:38:41.471199,0 days 00:00:01.450916,goss,0.43748827413584473,0.09132900136775957,55,7,11,40,8.615625717673236e-05,2.5071369662418743e-07,4,COMPLETE,130
778,778,0.20322125674594782,2023-06-29 14:00:19.463101,2023-06-29 14:00:23.607912,0 days 00:00:04.144811,goss,0.3904096453028242,0.03902619890620654,208,5,10,46,6.174096799459476e-05,8.850408196542583,1,COMPLETE,927
404,404,0.2034078687743176,2023-06-29 13:31:12.582143,2023-06-29 13:31:13.683442,0 days 00:00:01.101299,goss,0.499433503217694,0.07271808224133586,68,6,7,125,0.05878944877023455,5.233533380430991e-08,6,COMPLETE,136
926,926,0.20350108929399696,2023-06-29 14:11:49.864908,2023-06-29 14:11:53.886241,0 days 00:00:04.021333,goss,0.4857890799118315,0.03382633160978068,43,5,9,56,0.08679281969603492,6.494446956543177,1,COMPLETE,792
25,25,0.20358983458390417,2023-06-29 13:15:48.982285,2023-06-29 13:15:51.396500,0 days 00:00:02.414215,goss,0.662086486847816,0.03933854576360853,108,8,17,108,5.1489077445991355e-08,3.952044423882072e-05,6,COMPLETE,338
740,740,0.20359799724173447,2023-06-29 13:56:36.069251,2023-06-29 13:56:37.832501,0 days 00:00:01.763250,goss,0.3390357189273513,0.08314707511600541,42,5,31,42,0.028995680933156708,6.958639081133278e-08,6,COMPLETE,230
57,57,0.20367794821808516,2023-06-29 13:17:11.795324,2023-06-29 13:17:13.026676,0 days 00:00:01.231352,goss,0.5531036431209737,0.09962734275957283,55,5,17,49,1.4125442271950867e-05,1.291195217021919e-07,7,COMPLETE,111
358,358,0.20378792421274977,2023-06-29 13:29:38.351600,2023-06-29 13:29:39.568736,0 days 00:00:01.217136,goss,0.5698354707469728,0.09909490618332605,177,6,8,54,4.415930887962511e-05,6.196478770336058e-07,3,COMPLETE,87
957,957,0.2038548661617311,2023-06-29 14:14:15.585183,2023-06-29 14:14:17.351043,0 days 00:00:01.765860,goss,0.3549759785074909,0.09126694603264733,44,5,9,60,2.908462286820841e-08,0.0003649124499134089,3,COMPLETE,114
581,581,0.20385822292641304,2023-06-29 13:42:24.689506,2023-06-29 13:42:39.753278,0 days 00:00:15.063772,goss,0.6357351087619538,0.00237430227541012,70,5,12,50,6.247020653495611e-07,0.003838742191010703,3,COMPLETE,2996
706,706,0.20387874315824173,2023-06-29 13:52:49.933419,2023-06-29 13:52:54.219946,0 days 00:00:04.286527,goss,0.5271843115414476,0.021964485248219374,55,6,5,58,6.321519372933856e-06,0.07440252201526609,6,COMPLETE,320
98,98,0.20393511092437624,2023-06-29 13:18:27.783062,2023-06-29 13:18:29.250661,0 days 00:00:01.467599,goss,0.5015888423126659,0.09126130716640271,41,6,22,70,0.00016266582252532616,2.3322219095079276e-07,6,COMPLETE,180
26,26,0.20418696076403842,2023-06-29 13:15:51.397237,2023-06-29 13:15:52.772422,0 days 00:00:01.375185,goss,0.6042422766635052,0.07126024420474654,45,6,24,127,4.703164460504294e-07,1.0836000723514386e-06,7,COMPLETE,137
327,327,0.2041886965054912,2023-06-29 13:27:59.401638,2023-06-29 13:28:00.852121,0 days 00:00:01.450483,goss,0.6208418393209896,0.0790734197358215,59,5,10,33,0.009768517723267646,1.7608348970295873e-06,3,COMPLETE,150
646,646,0.20425466226531497,2023-06-29 13:47:41.540719,2023-06-29 13:47:44.497663,0 days 00:00:02.956944,goss,0.5647689253367036,0.02682162204581399,63,5,17,56,6.824828863832615e-06,0.20354360205272692,6,COMPLETE,512
797,797,0.2042722049771284,2023-06-29 14:01:39.888620,2023-06-29 14:01:52.335416,0 days 00:00:12.446796,goss,0.48611645243450863,0.0034241527842019653,45,5,17,51,0.0008615034840517406,1.5050983477165706e-06,3,COMPLETE,2743
604,604,0.20428155754124905,2023-06-29 13:44:14.200360,2023-06-29 13:44:15.999733,0 days 00:00:01.799373,goss,0.6193506436831476,0.05587285773655347,158,5,12,51,1.72364642230645e-05,3.9120548366995435e-07,3,COMPLETE,263
199,199,0.2043068573495708,2023-06-29 13:22:06.008537,2023-06-29 13:22:07.947104,0 days 00:00:01.938567,goss,0.48637199595747027,0.06956423807470608,198,6,15,64,2.3152150405622227e-05,1.2200946320589365e-07,6,COMPLETE,203
198,198,0.2045384065323322,2023-06-29 13:22:02.637837,2023-06-29 13:22:06.007768,0 days 00:00:03.369931,goss,0.5424073338132906,0.02224403836853739,55,5,29,52,0.00022456368980432412,0.0003136972182928244,5,COMPLETE,734
173,173,0.20475129160177616,2023-06-29 13:21:05.275709,2023-06-29 13:21:06.939003,0 days 00:00:01.663294,goss,0.47944165695040897,0.0769267209455758,52,6,11,37,5.823030069150142e-05,3.7352240578672885e-08,5,COMPLETE,179
34,34,0.20479333179789372,2023-06-29 13:16:09.703277,2023-06-29 13:16:12.348539,0 days 00:00:02.645262,goss,0.6340919822336442,0.039809909709914396,205,9,10,103,1.4188250723256441e-08,3.3070163561930863e-07,4,COMPLETE,227
830,830,0.20493389359143474,2023-06-29 14:03:34.197850,2023-06-29 14:03:53.448361,0 days 00:00:19.250511,goss,0.6293903959973743,0.0021147739163323823,43,5,5,73,9.036157862954981e-07,1.107335410263291e-07,1,COMPLETE,2967
286,286,0.20494191605349132,2023-06-29 13:25:51.296512,2023-06-29 13:25:52.723476,0 days 00:00:01.426964,goss,0.6722745486526641,0.08513672096413435,55,5,10,58,0.006865864907012421,3.0947611584769536e-08,3,COMPLETE,115
643,643,0.20494706498105536,2023-06-29 13:47:20.670043,2023-06-29 13:47:37.011383,0 days 00:00:16.341340,goss,0.4609929076041636,0.0023090963746842143,40,5,11,51,1.6868253021181543e-05,7.435009247575804e-08,5,COMPLETE,2999
343,343,0.2049904065869121,2023-06-29 13:28:50.786464,2023-06-29 13:28:52.453643,0 days 00:00:01.667179,goss,0.5566212761431417,0.06552788429958455,47,5,8,34,0.021186639218138608,9.789361785947012e-07,5,COMPLETE,130
911,911,0.20529410195535513,2023-06-29 14:10:59.089666,2023-06-29 14:11:02.000528,0 days 00:00:02.910862,goss,0.4706712648096247,0.04274861255822913,85,6,15,64,4.449871984644767,6.188437598948688e-08,4,COMPLETE,710
247,247,0.20530688498286345,2023-06-29 13:24:04.978091,2023-06-29 13:24:21.020006,0 days 00:00:16.041915,goss,0.3701562470487707,0.002635251285944289,46,5,11,32,0.03368963437657861,3.4442914838536855e-08,6,COMPLETE,2998
43,43,0.2053380644365343,2023-06-29 13:16:43.140671,2023-06-29 13:16:45.844704,0 days 00:00:02.704033,goss,0.5914042438726878,0.033230744059937214,167,8,12,77,3.6717834379029885e-06,4.459423148099203e-07,3,COMPLETE,323
11,11,0.20539534558332204,2023-06-29 13:15:09.420416,2023-06-29 13:15:14.274885,0 days 00:00:04.854469,goss,0.5872766335062607,0.013549685956728808,111,6,26,118,0.00025483741433786236,2.4979154420899813e-06,2,COMPLETE,1098
396,396,0.20544340598912164,2023-06-29 13:30:53.349412,2023-06-29 13:30:54.656586,0 days 00:00:01.307174,goss,0.6317960536047036,0.06791490426750435,37,5,8,32,7.745224391621657e-05,6.915116596512191e-07,6,COMPLETE,189
910,910,0.205668113769102,2023-06-29 14:10:44.619172,2023-06-29 14:10:59.088674,0 days 00:00:14.469502,goss,0.3622551681526782,0.0033474510620004026,47,5,7,56,1.2264234344686502,1.258681083291564e-06,5,COMPLETE,2775
904,904,0.2059028772259111,2023-06-29 14:10:15.199245,2023-06-29 14:10:24.513019,0 days 00:00:09.313774,goss,0.343022965570615,0.009525677685359673,55,8,10,54,0.06444289603038975,7.651963340865573,5,COMPLETE,2013
118,118,0.2059195700828949,2023-06-29 13:19:06.171956,2023-06-29 13:19:07.791346,0 days 00:00:01.619390,goss,0.5252217837442917,0.059239992582476725,51,5,25,69,9.600843574075813e-05,1.5398322410171407e-07,5,COMPLETE,234
411,411,0.20597750474580287,2023-06-29 13:31:30.662702,2023-06-29 13:31:33.076480,0 days 00:00:02.413778,goss,0.614091051081855,0.03195675470401687,44,5,8,39,6.126420310811754,6.856294755389215e-08,6,COMPLETE,794
79,79,0.20597831512438902,2023-06-29 13:17:51.519907,2023-06-29 13:17:53.993891,0 days 00:00:02.473984,goss,0.6032644304414448,0.055597966310058027,37,6,5,40,8.068524314277159e-05,9.733544224838356e-08,6,COMPLETE,133
109,109,0.2062268197700614,2023-06-29 13:18:48.730264,2023-06-29 13:18:50.690072,0 days 00:00:01.959808,goss,0.5440796854377179,0.059911934069782354,72,5,5,38,3.097174707600709e-06,5.774179994646281e-07,5,COMPLETE,140
966,966,0.2062541977577788,2023-06-29 14:15:32.449043,2023-06-29 14:15:46.919339,0 days 00:00:14.470296,goss,0.6949362160521045,0.0025185581625062773,54,6,16,61,1.7771283719637238e-05,6.295836491933999e-08,3,COMPLETE,2807
769,769,0.20628723601531354,2023-06-29 13:59:09.994747,2023-06-29 13:59:30.783153,0 days 00:00:20.788406,goss,0.5369923957555769,0.00198103438810252,40,5,6,67,2.2964961541129474e-06,9.251306726022716e-08,2,COMPLETE,2998
37,37,0.20639209407993728,2023-06-29 13:16:16.840349,2023-06-29 13:16:21.515183,0 days 00:00:04.674834,goss,0.606986348030239,0.03132408930969267,225,9,5,111,3.074403423583541e-06,8.400565019223295e-08,4,COMPLETE,227
515,515,0.20649048376157703,2023-06-29 13:38:41.472223,2023-06-29 13:38:43.336235,0 days 00:00:01.864012,goss,0.4557035729650785,0.0805396537170171,141,7,14,34,4.46086753292963,2.9681892129184726e-06,3,COMPLETE,249
728,728,0.206575798914915,2023-06-29 13:54:34.558624,2023-06-29 13:54:50.582373,0 days 00:00:16.023749,goss,0.48014783265701716,0.0032086026747015235,75,9,13,38,2.064402106505403,0.325418549900708,3,COMPLETE,2996
571,571,0.20730891079938882,2023-06-29 13:41:42.746034,2023-06-29 13:41:44.128217,0 days 00:00:01.382183,goss,0.6709857422979146,0.07341069712561207,45,5,17,48,1.310417327781067e-05,0.00013704759796762437,3,COMPLETE,166
862,862,0.20740115578849316,2023-06-29 14:06:20.948155,2023-06-29 14:06:34.210039,0 days 00:00:13.261884,goss,0.4918304785947061,0.0028949261847365754,36,5,14,55,0.001303808497409867,0.06717602812267891,3,COMPLETE,2962
772,772,0.20746374276624752,2023-06-29 13:59:38.863239,2023-06-29 13:59:52.953913,0 days 00:00:14.090674,goss,0.6865443089468382,0.0031576198933722975,42,5,11,41,2.8327523614064978,6.485665411861471e-08,4,COMPLETE,2999
722,722,0.2075020609113422,2023-06-29 13:54:03.579754,2023-06-29 13:54:18.202614,0 days 00:00:14.622860,goss,0.3977486843396265,0.005687757605074062,163,6,9,59,7.468559549151925e-08,4.921645820494332,3,COMPLETE,2343
35,35,0.20776641351131803,2023-06-29 13:16:12.349250,2023-06-29 13:16:14.880936,0 days 00:00:02.531686,goss,0.578701795735938,0.05105785874177744,173,8,21,112,5.991742676458333e-08,1.9324592363869836e-05,4,COMPLETE,283
701,701,0.20779615451547856,2023-06-29 13:52:39.473337,2023-06-29 13:52:42.118980,0 days 00:00:02.645643,goss,0.4891571954866677,0.040007672462391106,36,5,14,54,0.25735621278090814,1.3318272089059302,7,COMPLETE,532
943,943,0.20804960664836877,2023-06-29 14:12:57.289968,2023-06-29 14:13:17.182144,0 days 00:00:19.892176,goss,0.3488989772562467,0.0020423414600064856,50,5,6,58,7.209352831623066e-05,2.906908549723347e-05,3,COMPLETE,3000
252,252,0.2080710606433685,2023-06-29 13:24:29.315337,2023-06-29 13:24:30.871012,0 days 00:00:01.555675,goss,0.561058039718874,0.06419133647988567,35,5,5,45,0.015509829107860187,5.6615846663015436e-08,3,COMPLETE,138
786,786,0.20817219984187432,2023-06-29 14:01:12.408670,2023-06-29 14:01:13.936028,0 days 00:00:01.527358,goss,0.4833672967245389,0.08496780577922536,48,5,27,52,0.15554572145986098,0.5126059232642964,4,COMPLETE,210
216,216,0.20832357692383327,2023-06-29 13:22:51.993055,2023-06-29 13:22:53.864768,0 days 00:00:01.871713,goss,0.475163538260293,0.08816590316023701,64,5,12,48,6.36754359618611e-05,7.537205367116809e-08,3,COMPLETE,167
355,355,0.20833113404309955,2023-06-29 13:29:16.116620,2023-06-29 13:29:35.399707,0 days 00:00:19.283087,goss,0.663375312450743,0.001756156797824551,53,6,5,56,1.0720349185708545e-05,2.42120500016206e-07,3,COMPLETE,2998
105,105,0.20894325456957985,2023-06-29 13:18:40.610226,2023-06-29 13:18:42.133722,0 days 00:00:01.523496,goss,0.5672488808436167,0.07784035000897731,53,6,19,64,1.8698318040490004e-05,5.848269496543947e-08,6,COMPLETE,168
864,864,0.20904372492988071,2023-06-29 14:06:41.881944,2023-06-29 14:06:43.031181,0 days 00:00:01.149237,goss,0.46174521677375846,0.09126919736974294,93,6,24,59,0.05206767277092542,2.1807785975774844e-07,3,COMPLETE,154
925,925,0.20975610813874349,2023-06-29 14:11:48.348980,2023-06-29 14:11:49.863961,0 days 00:00:01.514981,goss,0.43807132882936267,0.07849575106423826,50,5,5,52,0.25913296626702315,4.956815967236472e-05,2,COMPLETE,114
859,859,0.20997833493970355,2023-06-29 14:06:09.523733,2023-06-29 14:06:11.175565,0 days 00:00:01.651832,goss,0.3287169493575691,0.06637871516767767,47,5,6,33,1.5339351364479558e-05,0.041295871660394154,3,COMPLETE,162
1,1,0.21017460085268774,2023-06-29 13:14:09.852424,2023-06-29 13:14:24.817377,0 days 00:00:14.964953,goss,0.5375863359991689,0.00394783907043978,149,6,22,112,0.00011752654746514142,2.2379888407845533e-05,4,COMPLETE,2742
634,634,0.21026192916697617,2023-06-29 13:46:25.271294,2023-06-29 13:46:27.057085,0 days 00:00:01.785791,goss,0.5948753815092057,0.07693468584839346,236,5,5,44,0.013485295330942766,3.071323103479979e-07,3,COMPLETE,117
707,707,0.21034101214162942,2023-06-29 13:52:54.220978,2023-06-29 13:52:58.797996,0 days 00:00:04.577018,goss,0.591607093294922,0.026066114601154867,43,7,16,26,4.4642442290024205,0.015545873014445453,3,COMPLETE,1715
895,895,0.21036868381889673,2023-06-29 14:09:37.308584,2023-06-29 14:09:38.741184,0 days 00:00:01.432600,goss,0.3991246863547127,0.07581360982372957,53,8,10,61,0.43165821069925936,2.2167468769881182e-06,4,COMPLETE,159
533,533,0.2103825410291143,2023-06-29 13:39:31.059388,2023-06-29 13:39:32.579387,0 days 00:00:01.519999,goss,0.4947384697994212,0.08134594337472278,49,5,9,38,1.261063485037065,4.287591835610367e-06,3,COMPLETE,252
967,967,0.2106052188288114,2023-06-29 14:15:46.920419,2023-06-29 14:16:03.124022,0 days 00:00:16.203603,goss,0.4263496447514561,0.002193073661198926,40,5,11,57,0.00033942698214916455,2.6936469250392753e-07,3,COMPLETE,2991
76,76,0.210828113654692,2023-06-29 13:17:46.011177,2023-06-29 13:17:47.280091,0 days 00:00:01.268914,goss,0.5430427376530145,0.09762341756224109,61,5,24,45,5.773876150765048e-05,4.082181268630188e-08,6,COMPLETE,172
