,number,value,datetime_start,datetime_complete,duration,params_boosting_type,params_colsample_bytree,params_learning_rate,params_max_bin,params_max_depth,params_min_child_samples,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,state
166,166,0.22766079180325433,2023-06-22 19:47:07.922409,2023-06-22 19:47:11.237072,0 days 00:00:03.314663,goss,0.5114773318742354,0.051795832289890764,63,7,5,79,2.2541410386767884e-06,3.2673808415504604e-08,,2,COMPLETE
999,999,0.22776092432921363,2023-06-22 21:05:26.115604,2023-06-22 21:05:28.861093,0 days 00:00:02.745489,goss,0.3829965809226822,0.06984592726444654,32,4,13,79,5.279377099517749,2.1688102979634372e-08,,2,COMPLETE
638,638,0.2279449637443302,2023-06-22 20:21:57.719624,2023-06-22 20:21:59.318975,0 days 00:00:01.599351,goss,0.49868315434964433,0.29566529043332007,43,8,14,87,0.07482660536609008,0.8723048837634508,,1,COMPLETE
521,521,0.22816394466533468,2023-06-22 20:09:36.802074,2023-06-22 20:09:54.158278,0 days 00:00:17.356204,goss,0.606785392679957,0.002625017169208378,45,6,16,88,0.04361562529427108,1.9572498341190428e-08,,1,COMPLETE
100,100,0.22828636000935476,2023-06-22 19:43:34.681732,2023-06-22 19:43:37.088332,0 days 00:00:02.406600,goss,0.5511894620801914,0.09336905591543367,190,9,9,113,0.0005338585297224444,2.224812834567367e-08,,3,COMPLETE
679,679,0.228510027926549,2023-06-22 20:27:21.871480,2023-06-22 20:27:39.237726,0 days 00:00:17.366246,goss,0.5006887608379483,0.0021731367217083463,32,4,9,95,1.7406698956538673e-05,0.030807535849888476,,2,COMPLETE
523,523,0.22856278371905292,2023-06-22 20:09:55.606875,2023-06-22 20:09:56.761017,0 days 00:00:01.154142,goss,0.4788537047214503,0.24198491043328915,41,4,22,31,0.0010250598930317248,0.0005560678458360556,,1,COMPLETE
530,530,0.22889384527840415,2023-06-22 20:10:22.612027,2023-06-22 20:10:24.437278,0 days 00:00:01.825251,gbdt,0.43127145625668484,0.12736988980080713,32,4,15,98,0.0002252184675128308,2.7535136458319336,0.4313805059241846,1,COMPLETE
632,632,0.22906330638513936,2023-06-22 20:21:11.713412,2023-06-22 20:21:13.273161,0 days 00:00:01.559749,goss,0.5082372916972656,0.18556110406971763,35,9,10,69,2.3937583296706745e-06,8.270966112890252e-06,,2,COMPLETE
1,1,0.2292190251262436,2023-06-22 19:35:32.901212,2023-06-22 19:35:35.653794,0 days 00:00:02.752582,goss,0.3005472083624031,0.10937875123741346,128,7,33,14,1.7640132673440053e-08,2.2224334895740632e-08,,3,COMPLETE
813,813,0.2296247461849841,2023-06-22 20:42:10.319759,2023-06-22 20:42:13.381677,0 days 00:00:03.061918,goss,0.4873438065482538,0.11041675916496946,46,4,19,29,6.897598339841865,0.001884611877560194,,1,COMPLETE
433,433,0.22985120022406955,2023-06-22 20:04:27.051581,2023-06-22 20:04:28.552239,0 days 00:00:01.500658,goss,0.46649480989643094,0.18655392823762668,48,4,6,84,1.1079965389860027e-08,0.00012932570867313218,,1,COMPLETE
275,275,0.2298785141146226,2023-06-22 19:53:09.067238,2023-06-22 19:53:11.140098,0 days 00:00:02.072860,goss,0.5157475961956445,0.087974356218745,44,9,53,71,3.963396015344299e-06,4.552673640406236e-06,,2,COMPLETE
796,796,0.23014253978929983,2023-06-22 20:39:20.784987,2023-06-22 20:39:42.847369,0 days 00:00:22.062382,goss,0.6703435258044942,0.002248660513134081,36,4,13,104,2.715002600929313e-07,0.00028256058222403174,,1,COMPLETE
815,815,0.23042521954037307,2023-06-22 20:42:16.072390,2023-06-22 20:42:17.696583,0 days 00:00:01.624193,goss,0.43026092241736913,0.2576680740033571,96,4,13,86,3.4804589538786087e-07,0.10078604464130304,,5,COMPLETE
503,503,0.2308835607567576,2023-06-22 20:08:21.558306,2023-06-22 20:08:22.804046,0 days 00:00:01.245740,goss,0.5863594222441306,0.2642726334916663,36,4,10,80,3.0744396715377367e-08,0.0011633406483014957,,1,COMPLETE
541,541,0.23185506577036274,2023-06-22 20:11:13.643175,2023-06-22 20:11:30.432874,0 days 00:00:16.789699,goss,0.6312046195168087,0.0020164207693319004,51,4,16,74,0.0039091990916493395,0.00035576961295471105,,1,COMPLETE
920,920,0.23225506978825533,2023-06-22 20:56:17.229873,2023-06-22 20:56:33.117600,0 days 00:00:15.887727,goss,0.42027518162607125,0.0025719278171575113,78,5,19,80,3.868701514295286e-08,0.0003650975216960392,,1,COMPLETE
3,3,0.23241886959380906,2023-06-22 19:35:38.415713,2023-06-22 19:35:49.040301,0 days 00:00:10.624588,goss,0.4675605878214322,0.02091815786966633,229,5,53,107,3.19850451715887e-07,0.00018988298770294447,,2,COMPLETE
759,759,0.23292248784036879,2023-06-22 20:34:24.694092,2023-06-22 20:34:27.027780,0 days 00:00:02.333688,gbdt,0.5408254741530076,0.07329010547449676,41,4,8,93,2.4335281406762306e-05,1.291358898871322e-05,0.47225695636851506,1,COMPLETE
898,898,0.2333163956132209,2023-06-22 20:51:51.521815,2023-06-22 20:52:05.414409,0 days 00:00:13.892594,goss,0.49457076208639367,0.0032837945156389023,37,4,23,99,2.2955519842048844,1.4120947337797475e-08,,1,COMPLETE
307,307,0.23390566306752322,2023-06-22 19:54:29.469718,2023-06-22 19:54:30.889843,0 days 00:00:01.420125,goss,0.5234931834080762,0.2299318973560075,72,9,8,72,1.954811469310355e-05,2.0122148536746194e-08,,2,COMPLETE
557,557,0.23436575058863218,2023-06-22 20:13:09.480387,2023-06-22 20:13:26.084509,0 days 00:00:16.604122,goss,0.5001062116038456,0.0022002810010304527,103,4,18,89,0.00018980916403629563,2.775767086174731e-08,,1,COMPLETE
292,292,0.234955965248452,2023-06-22 19:54:00.253613,2023-06-22 19:54:01.265564,0 days 00:00:01.011951,goss,0.5301744218817238,0.2627587717333671,73,9,39,72,2.2692252822006652e-05,4.3698400250998686e-05,,2,COMPLETE
799,799,0.2349711148804545,2023-06-22 20:40:11.854428,2023-06-22 20:40:14.351331,0 days 00:00:02.496903,gbdt,0.4351911835455266,0.08306994866617491,49,4,15,110,1.552895871588567e-07,0.3493224618929573,0.3156403536381428,1,COMPLETE
118,118,0.23527316202729331,2023-06-22 19:44:22.541534,2023-06-22 19:44:26.904222,0 days 00:00:04.362688,goss,0.614851087593519,0.03460548139267076,70,9,6,70,0.0004274136020832404,1.3611249289727382e-08,,1,COMPLETE
874,874,0.2353864841152704,2023-06-22 20:49:56.093754,2023-06-22 20:49:57.525080,0 days 00:00:01.431326,gbdt,0.5693291297622919,0.18551999139645356,43,4,15,55,1.5500161628823167e-05,4.140205441175353e-05,0.6355063008696854,1,COMPLETE
40,40,0.23556717740886748,2023-06-22 19:40:30.201082,2023-06-22 19:40:32.390872,0 days 00:00:02.189790,gbdt,0.502542420789055,0.07144211516024848,112,6,49,84,0.0021305157946244803,7.124441186688867e-05,0.4038272653819215,2,COMPLETE
298,298,0.23560573301363813,2023-06-22 19:54:08.954795,2023-06-22 19:54:10.232294,0 days 00:00:01.277499,goss,0.5658345435553075,0.2612787948939203,69,9,9,80,2.9177064069929187e-05,3.0111311154139594e-05,,2,COMPLETE
962,962,0.2356066151817281,2023-06-22 21:02:07.952718,2023-06-22 21:02:09.222166,0 days 00:00:01.269448,goss,0.33169479435263804,0.2609059549132699,60,4,14,93,0.0003010147736514939,4.9095755638111155e-08,,1,COMPLETE
508,508,0.2356230616218697,2023-06-22 20:08:42.225699,2023-06-22 20:08:43.445154,0 days 00:00:01.219455,goss,0.5738043678066008,0.23825016334316226,36,4,18,106,7.494680860593355e-08,0.004430790178932055,,1,COMPLETE
25,25,0.23574573564286438,2023-06-22 19:39:27.314402,2023-06-22 19:39:30.473885,0 days 00:00:03.159483,goss,0.6585444208843708,0.06537541342698257,84,7,5,97,0.0006611341262757146,1.3354051108628029e-06,,4,COMPLETE
807,807,0.23579435547645428,2023-06-22 20:41:34.270828,2023-06-22 20:41:36.208848,0 days 00:00:01.938020,goss,0.36373652249897,0.18977742300517184,38,4,10,89,4.0992920140549804,0.20133477569854913,,1,COMPLETE
410,410,0.23633503261270125,2023-06-22 20:02:56.438084,2023-06-22 20:02:58.034220,0 days 00:00:01.596136,gbdt,0.6453620850160154,0.24273916274834642,32,4,17,62,1.9258881100315206e-06,2.0431505382332195e-08,0.5358691823231647,1,COMPLETE
969,969,0.23648433527389007,2023-06-22 21:03:00.565085,2023-06-22 21:03:01.927259,0 days 00:00:01.362174,gbdt,0.6671872224545695,0.17640486072577813,32,4,19,90,7.168579232200736e-06,2.924669987926436e-05,0.5800839962485709,1,COMPLETE
10,10,0.23719700274692876,2023-06-22 19:37:40.156386,2023-06-22 19:37:42.052974,0 days 00:00:01.896588,goss,0.30000412845757324,0.1687250822195865,136,10,7,4,3.371255708961076e-08,1.2190179682118815e-08,,4,COMPLETE
932,932,0.2374773757197131,2023-06-22 20:57:48.203877,2023-06-22 20:57:50.179856,0 days 00:00:01.975979,gbdt,0.643188970193757,0.08439514163015427,43,9,10,102,2.2846650326985003e-06,1.1646765173645557,0.3000295507797599,2,COMPLETE
99,99,0.23782186604465158,2023-06-22 19:43:32.158046,2023-06-22 19:43:34.680989,0 days 00:00:02.522943,goss,0.5375280200662355,0.10927115013391259,179,9,6,55,7.852388100659733e-05,1.1569370234475576e-08,,3,COMPLETE
525,525,0.23784882516521288,2023-06-22 20:10:08.561973,2023-06-22 20:10:09.687120,0 days 00:00:01.125147,goss,0.48605503513980364,0.2780930544388824,37,4,17,90,0.016631589187203522,2.024706853780248e-08,,1,COMPLETE
0,0,0.23814909147598395,2023-06-22 19:35:14.649213,2023-06-22 19:35:32.900434,0 days 00:00:18.251221,gbdt,0.33738106340761087,0.008553961337216393,227,9,81,37,3.2863434432068903e-06,3.0055226463408687e-05,0.6441093649979296,1,COMPLETE
769,769,0.2382209524602002,2023-06-22 20:35:41.345291,2023-06-22 20:35:42.666243,0 days 00:00:01.320952,goss,0.5415659541477175,0.15393667925833934,38,4,10,90,6.196137228311492,3.948293120986642e-07,,1,COMPLETE
533,533,0.23829040660682294,2023-06-22 20:10:29.001926,2023-06-22 20:10:30.181821,0 days 00:00:01.179895,goss,0.4955386783586784,0.21710436378304568,36,7,16,74,4.959418531297731,0.035981065635952166,,1,COMPLETE
649,649,0.23832490925082606,2023-06-22 20:23:47.810801,2023-06-22 20:23:48.947332,0 days 00:00:01.136531,goss,0.5118612375023183,0.23772387259356847,39,4,15,75,2.903306842012678,0.00040650852685219444,,2,COMPLETE
955,955,0.23855142378468572,2023-06-22 21:01:52.161008,2023-06-22 21:01:54.477304,0 days 00:00:02.316296,goss,0.3161856169878173,0.10622346243861973,32,4,7,84,4.728368920483867,0.011506626741250954,,2,COMPLETE
737,737,0.23860859391690625,2023-06-22 20:32:59.639547,2023-06-22 20:33:00.771213,0 days 00:00:01.131666,goss,0.32199914099415883,0.29717746302933334,90,9,12,78,3.6020748819545996,2.2929758934224193e-08,,1,COMPLETE
840,840,0.2390709772444672,2023-06-22 20:45:33.898985,2023-06-22 20:45:35.702501,0 days 00:00:01.803516,goss,0.37835689336215805,0.12276240780910774,55,4,57,46,6.607944401702316e-06,2.5935756710179866e-05,,1,COMPLETE
180,180,0.23927130719109063,2023-06-22 19:47:54.130421,2023-06-22 19:47:55.805744,0 days 00:00:01.675323,gbdt,0.495182000767565,0.08629801964493776,42,4,13,49,6.046829109304696e-07,1.678910407950516e-08,0.44672654582415994,2,COMPLETE
976,976,0.23935338544268814,2023-06-22 21:03:37.809331,2023-06-22 21:03:52.635551,0 days 00:00:14.826220,goss,0.6932521548960371,0.002210487633536489,42,4,26,95,1.1667700924443883e-05,1.865045265769783e-07,,1,COMPLETE
821,821,0.23982914476872855,2023-06-22 20:42:52.285148,2023-06-22 20:43:15.195959,0 days 00:00:22.910811,goss,0.6181516558077548,0.0018400024912520662,36,4,14,101,1.2581303080384625e-07,1.4636849476407362e-08,,1,COMPLETE
476,476,0.24024728097819312,2023-06-22 20:06:34.408543,2023-06-22 20:06:36.893128,0 days 00:00:02.484585,goss,0.48227994246708755,0.09283203236377084,32,4,55,82,8.152848771990898e-08,0.0004582632228699592,,1,COMPLETE
912,912,0.2404042591030644,2023-06-22 20:54:50.065881,2023-06-22 20:54:52.520166,0 days 00:00:02.454285,gbdt,0.38588102134859803,0.05220389327739604,36,4,15,73,1.002004972602222e-08,0.009505403180884327,0.5228921766757566,1,COMPLETE
723,723,0.24077985603684499,2023-06-22 20:31:52.414934,2023-06-22 20:31:59.334476,0 days 00:00:06.919542,goss,0.5306468574162193,0.01678265937083595,51,9,53,80,2.475854911849191,0.09369635422346403,,1,COMPLETE
352,352,0.24100589594238422,2023-06-22 19:57:46.419814,2023-06-22 19:57:48.172940,0 days 00:00:01.753126,gbdt,0.6106006803121636,0.1436944976623759,41,8,15,50,2.594231376884169e-05,3.448820879236242e-05,0.6138616170203002,1,COMPLETE
587,587,0.24188150926645668,2023-06-22 20:16:28.975988,2023-06-22 20:16:30.478747,0 days 00:00:01.502759,gbdt,0.4755966652259467,0.11907466665560687,81,4,18,73,0.00788609496499115,1.0082908444042835e-08,0.48549624848880285,4,COMPLETE
707,707,0.24240367605527646,2023-06-22 20:30:06.284813,2023-06-22 20:30:07.554240,0 days 00:00:01.269427,goss,0.6560612336601397,0.2096236374322622,44,9,8,79,0.04776874059312483,0.0006894595228685906,,1,COMPLETE
730,730,0.2424654247382986,2023-06-22 20:32:19.601054,2023-06-22 20:32:34.343978,0 days 00:00:14.742924,goss,0.4433611297836408,0.002756186471987739,32,4,21,76,1.0134589834913298e-08,4.885227693000507,,1,COMPLETE
393,393,0.24274304049748752,2023-06-22 20:01:28.838821,2023-06-22 20:01:30.276492,0 days 00:00:01.437671,goss,0.5191110606329273,0.2910583834237286,77,9,14,76,0.7363938578896643,4.124632764256409e-06,,2,COMPLETE
687,687,0.24313030023172671,2023-06-22 20:27:55.978044,2023-06-22 20:27:57.919753,0 days 00:00:01.941709,goss,0.6358586764133556,0.12734203226025237,43,4,13,76,9.280188359307267,1.6340063022604096e-07,,1,COMPLETE
716,716,0.24319641077218151,2023-06-22 20:31:21.614214,2023-06-22 20:31:39.350503,0 days 00:00:17.736289,goss,0.5048899735723359,0.0017454686119671955,48,4,12,78,0.1640467247743275,0.5640814903673397,,2,COMPLETE
952,952,0.24408424517009863,2023-06-22 21:01:25.315393,2023-06-22 21:01:30.052786,0 days 00:00:04.737393,gbdt,0.5676656727997855,0.021779371908742403,81,9,20,104,6.373560398401445e-07,7.061580313241343e-08,0.5622519717046509,2,COMPLETE
79,79,0.2442958044312133,2023-06-22 19:42:42.187274,2023-06-22 19:42:46.883834,0 days 00:00:04.696560,goss,0.626634251516821,0.029967701583053105,61,6,59,120,0.0019681699860387364,4.379450514026206e-05,,3,COMPLETE
653,653,0.24442951356267228,2023-06-22 20:23:56.183331,2023-06-22 20:24:16.031533,0 days 00:00:19.848202,goss,0.4947250347250555,0.001705489536073544,144,4,10,77,1.3062159290650536e-06,0.00024536512083812135,,1,COMPLETE
988,988,0.2447070306603526,2023-06-22 21:04:41.783805,2023-06-22 21:04:43.224995,0 days 00:00:01.441190,gbdt,0.5305015265840819,0.12348072174788582,50,4,10,81,0.17878443212702952,2.2527851995118273e-06,0.4956882089047163,2,COMPLETE
473,473,0.2449817598824073,2023-06-22 20:06:17.215607,2023-06-22 20:06:30.991537,0 days 00:00:13.775930,gbdt,0.4636161570783153,0.0031761672195257168,49,4,31,91,4.4454504956001404e-08,0.00012340398830205313,0.48523093133036815,1,COMPLETE
926,926,0.24538274273016367,2023-06-22 20:57:34.977149,2023-06-22 20:57:36.694583,0 days 00:00:01.717434,goss,0.5064323828364948,0.1631589162505878,36,9,6,77,0.0008016088280634129,5.6454277065071827e-08,,2,COMPLETE
573,573,0.24699902376035665,2023-06-22 20:14:21.983918,2023-06-22 20:14:46.071215,0 days 00:00:24.087297,goss,0.6038878866370547,0.0015054220652067193,79,10,14,74,2.788864993736974e-06,0.00010674765871271277,,1,COMPLETE
156,156,0.24712557768082477,2023-06-22 19:46:28.603098,2023-06-22 19:46:31.578463,0 days 00:00:02.975365,gbdt,0.5177640547686898,0.04470468495541302,48,9,17,77,1.4764823943405564e-06,3.058190854963441e-08,0.5084214524489695,2,COMPLETE
833,833,0.24766389635189912,2023-06-22 20:44:45.855289,2023-06-22 20:44:47.098681,0 days 00:00:01.243392,goss,0.47514662001954683,0.2984356610286849,49,4,50,89,2.699579719568027,0.0001780328475064137,,3,COMPLETE
432,432,0.24780444393588932,2023-06-22 20:04:25.619786,2023-06-22 20:04:27.050764,0 days 00:00:01.430978,gbdt,0.4567268375208373,0.1126112897049484,43,4,10,79,1.3969943397880643e-08,0.0003222585611636328,0.6175965053026435,1,COMPLETE
704,704,0.2480311473076402,2023-06-22 20:30:00.065859,2023-06-22 20:30:02.221671,0 days 00:00:02.155812,goss,0.36202311883157656,0.11191519198572582,39,6,11,62,9.505085970398373,5.5281982644070425e-08,,1,COMPLETE
76,76,0.24851803014805915,2023-06-22 19:42:33.965057,2023-06-22 19:42:35.673663,0 days 00:00:01.708606,gbdt,0.6580554717757817,0.11131511586613582,54,7,19,76,0.0007077140279343115,4.603232049552283e-06,0.5145836924971319,3,COMPLETE
661,661,0.24873848926873077,2023-06-22 20:25:12.944233,2023-06-22 20:25:37.709719,0 days 00:00:24.765486,goss,0.38204712177159755,0.0016107386697520958,72,9,13,76,4.496820077183791e-05,0.0006318222672838309,,1,COMPLETE
836,836,0.2489313888101247,2023-06-22 20:44:50.855952,2023-06-22 20:45:07.466353,0 days 00:00:16.610401,gbdt,0.6026795951964756,0.0023076901516519187,43,4,22,94,4.209061775378158e-08,8.838156548699196e-07,0.5499597319007783,1,COMPLETE
720,720,0.24950447359823094,2023-06-22 20:31:45.856005,2023-06-22 20:31:47.432032,0 days 00:00:01.576027,gbdt,0.5566647571551543,0.119253702219339,44,4,6,75,0.09866335815078586,3.7885529376580116e-05,0.4116834535033176,1,COMPLETE
817,817,0.24980130171874176,2023-06-22 20:42:19.564296,2023-06-22 20:42:21.128785,0 days 00:00:01.564489,gbdt,0.39954424541218436,0.21109067918090224,50,4,16,98,0.06391172329395772,0.0002623423939555802,0.6778113783762675,1,COMPLETE
868,868,0.2513892655629735,2023-06-22 20:49:26.544938,2023-06-22 20:49:28.122136,0 days 00:00:01.577198,goss,0.630381477949277,0.23009248551771452,49,4,16,96,6.412516331908615,0.0005406836748816412,,1,COMPLETE
873,873,0.251618417034918,2023-06-22 20:49:36.556424,2023-06-22 20:49:56.092781,0 days 00:00:19.536357,goss,0.5283754136666728,0.0014396557678466048,36,4,9,80,2.512511911480988e-08,4.3592288881786573e-08,,1,COMPLETE
739,739,0.25174638268697147,2023-06-22 20:33:03.384173,2023-06-22 20:33:04.598521,0 days 00:00:01.214348,gbdt,0.49251695345582414,0.20621702750897128,38,4,19,51,4.070291443285402e-06,5.772306431422148e-08,0.3860505433397593,1,COMPLETE
29,29,0.252615244074758,2023-06-22 19:39:37.262260,2023-06-22 19:39:45.013517,0 days 00:00:07.751257,gbdt,0.6392587747667001,0.00864382159746109,43,9,21,39,8.468957658501654e-06,1.910387602323628e-05,0.4619180994661725,6,COMPLETE
49,49,0.25323715903786614,2023-06-22 19:40:57.679807,2023-06-22 19:41:01.623336,0 days 00:00:03.943529,gbdt,0.5387566087442345,0.021490101733391172,73,5,16,41,0.0005289881519407434,1.983198187907422e-06,0.3125189415430403,5,COMPLETE
256,256,0.25328093452405875,2023-06-22 19:51:56.219356,2023-06-22 19:52:04.179614,0 days 00:00:07.960258,gbdt,0.46719635518555513,0.012997689400025764,70,9,18,75,7.112892175288016,2.9860099872256734e-08,0.5373139878657619,2,COMPLETE
882,882,0.25379669328158816,2023-06-22 20:50:30.784257,2023-06-22 20:50:51.111215,0 days 00:00:20.326958,goss,0.48750487727955266,0.001695379880725306,45,5,11,93,8.157138119837659e-07,3.2267628088137017,,1,COMPLETE
293,293,0.2538419309262837,2023-06-22 19:54:01.266352,2023-06-22 19:54:03.073946,0 days 00:00:01.807594,gbdt,0.6611333038108449,0.1280137261702692,63,9,17,75,5.292549038793704e-06,6.349836982947594e-05,0.6012367189547421,2,COMPLETE
924,924,0.254438521246325,2023-06-22 20:57:12.167933,2023-06-22 20:57:31.585463,0 days 00:00:19.417530,goss,0.5169540902492565,0.0014057126156672537,39,4,10,21,2.043074803889108e-08,5.492863740542754e-06,,1,COMPLETE
897,897,0.2550660559668205,2023-06-22 20:51:49.721590,2023-06-22 20:51:51.520958,0 days 00:00:01.799368,goss,0.4867034569924619,0.14313534208303866,92,7,61,94,1.1301055984286965e-05,2.6051151713254378e-05,,1,COMPLETE
690,690,0.25512909230663894,2023-06-22 20:28:36.096406,2023-06-22 20:28:38.314399,0 days 00:00:02.217993,goss,0.4975211576742317,0.08942547594991992,42,9,60,72,3.424522977965979e-08,1.9957464290046597e-05,,2,COMPLETE
600,600,0.2556078905169696,2023-06-22 20:17:52.325459,2023-06-22 20:17:54.079055,0 days 00:00:01.753596,goss,0.6328171479789966,0.14249531730520648,78,9,9,66,9.244808797735386,0.06942704211387306,,2,COMPLETE
701,701,0.25585507646348365,2023-06-22 20:29:32.321891,2023-06-22 20:29:35.555970,0 days 00:00:03.234079,gbdt,0.3156940134596662,0.05227898248878062,58,8,14,74,5.545948811816227e-08,4.098781387866222e-06,0.5671265899324996,4,COMPLETE
628,628,0.25701486225536524,2023-06-22 20:20:49.791591,2023-06-22 20:20:50.993070,0 days 00:00:01.201479,goss,0.31766516050690746,0.22332133724738662,32,9,7,65,1.1420392818603704,0.2521245308561229,,1,COMPLETE
682,682,0.2571319554937531,2023-06-22 20:27:45.287137,2023-06-22 20:27:48.033472,0 days 00:00:02.746335,gbdt,0.3647332392061222,0.056717910532762844,32,7,14,66,1.0309143549112963e-08,0.0011427409726435449,0.5172440788498383,1,COMPLETE
703,703,0.25739558636764076,2023-06-22 20:29:38.443520,2023-06-22 20:30:00.064831,0 days 00:00:21.621311,goss,0.5020520772788069,0.0014550221145576627,45,9,16,82,2.4911759452321652e-06,0.0003715588958676902,,1,COMPLETE
273,273,0.2590475635255415,2023-06-22 19:53:04.537605,2023-06-22 19:53:06.517588,0 days 00:00:01.979983,gbdt,0.5146418040168046,0.11687065078407387,67,8,11,69,9.80468200947289e-06,1.0099982910909557e-08,0.30135796354926925,2,COMPLETE
991,991,0.2598625075035836,2023-06-22 21:04:52.720353,2023-06-22 21:05:11.537844,0 days 00:00:18.817491,goss,0.6124228736118484,0.001326872772654434,104,4,15,102,0.00039670645132083366,0.18524543394519913,,2,COMPLETE
491,491,0.2599105969433705,2023-06-22 20:07:32.140979,2023-06-22 20:07:33.563521,0 days 00:00:01.422542,gbdt,0.6325608238711055,0.15618992034579177,37,6,16,75,2.0172863777977915e-08,0.00010238306535513001,0.33666974281886436,1,COMPLETE
7,7,0.26020209102330927,2023-06-22 19:36:33.594007,2023-06-22 19:36:35.058924,0 days 00:00:01.464917,gbdt,0.5056872999994658,0.10415312957742494,158,6,82,90,0.008690788207043484,2.89740608647419e-05,0.36812183981144236,4,COMPLETE
2,2,0.26228667697108676,2023-06-22 19:35:35.654434,2023-06-22 19:35:38.414910,0 days 00:00:02.760476,gbdt,0.6089100927186979,0.06389944005681052,209,4,99,122,4.418481749704784e-07,5.119435415127547,0.45853584219710697,7,COMPLETE
606,606,0.26234771770578946,2023-06-22 20:18:04.981468,2023-06-22 20:18:22.917021,0 days 00:00:17.935553,gbdt,0.5827008276148322,0.0019458283290896545,58,4,19,70,0.0023490551263024963,6.649028177800148e-05,0.4711711043205913,1,COMPLETE
740,740,0.26259723279892355,2023-06-22 20:33:04.599328,2023-06-22 20:33:23.662183,0 days 00:00:19.062855,goss,0.45855610959665466,0.0013130733670383087,72,4,13,85,3.0809997464976064e-07,3.6253415385241586e-08,,1,COMPLETE
313,313,0.2641509633531058,2023-06-22 19:54:43.883942,2023-06-22 19:54:47.047496,0 days 00:00:03.163554,gbdt,0.530982295303925,0.052169294962129825,72,9,12,80,1.447027298083875e-06,5.934043286679213e-06,0.4941360192433468,2,COMPLETE
845,845,0.2641608173239629,2023-06-22 20:46:40.906013,2023-06-22 20:47:00.055140,0 days 00:00:19.149127,goss,0.6414422828208282,0.0012332077106608872,36,4,12,84,4.975504907551569e-07,0.02172112597372162,,1,COMPLETE
537,537,0.2647684046780699,2023-06-22 20:10:40.663702,2023-06-22 20:10:48.051235,0 days 00:00:07.387533,goss,0.4498335081148842,0.012598257382628625,32,4,58,71,0.0005253257655161726,9.490590893596362e-06,,1,COMPLETE
218,218,0.2649454206497259,2023-06-22 19:49:45.835860,2023-06-22 19:49:52.015942,0 days 00:00:06.180082,gbdt,0.5439818490568741,0.010406542378794563,69,9,17,80,7.902278325575821e-07,7.597009906377723e-08,0.3550206050052796,2,COMPLETE
60,60,0.26599677676809214,2023-06-22 19:41:32.678011,2023-06-22 19:41:34.448765,0 days 00:00:01.770754,gbdt,0.5947656363069042,0.16491877510839364,32,7,15,31,1.1572428684683331e-05,7.786461431540891e-08,0.5721295188363555,6,COMPLETE
452,452,0.26644786688331423,2023-06-22 20:04:59.369791,2023-06-22 20:05:18.705984,0 days 00:00:19.336193,gbdt,0.4748470373780252,0.0015904682102303512,40,4,13,76,3.9592047443524616e-08,0.0005705176960626869,0.6615361004001238,1,COMPLETE
362,362,0.26709056767646855,2023-06-22 19:58:23.287834,2023-06-22 19:58:26.318844,0 days 00:00:03.031010,goss,0.5020320094063107,0.09786253718961196,49,5,63,59,0.00016119206115761857,2.1924941868684354e-08,,2,COMPLETE
19,19,0.2679485000382013,2023-06-22 19:39:09.383445,2023-06-22 19:39:10.780770,0 days 00:00:01.397325,goss,0.4736798784044943,0.28454708224145253,36,7,64,71,0.00034974393927179274,2.416484941230372e-07,,6,COMPLETE
190,190,0.2691768791384838,2023-06-22 19:48:10.571438,2023-06-22 19:48:12.670685,0 days 00:00:02.099247,goss,0.5144743647398645,0.07849584912551161,46,4,64,56,2.8621926671194186e-06,8.269958084517251e-08,,2,COMPLETE
614,614,0.26958788545135626,2023-06-22 20:19:10.493282,2023-06-22 20:19:31.368774,0 days 00:00:20.875492,goss,0.6846155139240748,0.0012389179610624648,93,9,22,91,1.6676506597615963e-05,1.012559336382414e-08,,7,COMPLETE
332,332,0.27157487104033595,2023-06-22 19:56:09.315629,2023-06-22 19:56:10.665310,0 days 00:00:01.349681,gbdt,0.5002902138413344,0.2846197309464785,59,9,12,69,5.740827061257439e-07,2.1232482029839637e-08,0.6618591387031213,2,COMPLETE
643,643,0.2715770526335426,2023-06-22 20:22:59.187872,2023-06-22 20:23:08.146029,0 days 00:00:08.958157,gbdt,0.5834348733044873,0.012323740107743324,53,9,9,55,0.0001244336832304446,8.242818487546674e-07,0.6823162658033279,1,COMPLETE
778,778,0.27244762491349117,2023-06-22 20:36:22.533744,2023-06-22 20:36:40.398723,0 days 00:00:17.864979,goss,0.6463540000734272,0.0011478168093727043,43,4,17,101,7.808643616408795e-08,0.001156292833593508,,1,COMPLETE
818,818,0.2731739320566202,2023-06-22 20:42:21.130552,2023-06-22 20:42:23.133010,0 days 00:00:02.002458,goss,0.5739436113727502,0.13596272551919197,38,4,65,91,3.727801647509948e-05,0.004007578484446272,,1,COMPLETE
544,544,0.2736286377267414,2023-06-22 20:11:33.097614,2023-06-22 20:11:51.198008,0 days 00:00:18.100394,goss,0.5944938665216307,0.0011611869122685194,47,4,14,72,0.327751614853475,1.2136580388062917e-06,,1,COMPLETE
37,37,0.27418867261018254,2023-06-22 19:40:11.586321,2023-06-22 19:40:21.876796,0 days 00:00:10.290475,gbdt,0.6576183770615478,0.015728819717330308,79,8,12,100,7.98330386486289e-05,0.0006452934734774938,0.5738503217852933,4,COMPLETE
