,number,value,datetime_start,datetime_complete,duration,params_bagging_freq,params_feature_fraction,params_lambda_l1,params_lambda_l2,params_learning_rate,params_max_bin,params_max_depth,params_min_child_samples,params_num_leaves,state
990,990,0.7876035998770019,2023-06-11 15:18:44.765979,2023-06-11 15:18:44.982545,0 days 00:00:00.216566,5,0.4029342444593726,0.05052347680504211,6.70185575586548e-08,0.01679179852067711,195,4,23,46,PRUNED
59,59,0.7898397723536067,2023-06-11 15:14:00.698561,2023-06-11 15:14:00.762722,0 days 00:00:00.064161,3,0.5268603167641451,0.0205518622691728,2.7387732685380323e-06,0.01643774417813521,172,5,13,13,PRUNED
909,909,0.7901447707038427,2023-06-11 15:18:29.813833,2023-06-11 15:18:29.949884,0 days 00:00:00.136051,6,0.4945857633351506,7.727282944762205e-05,0.04539550900899717,0.015741062535840514,159,4,30,56,PRUNED
23,23,0.792013059811066,2023-06-11 15:13:20.455736,2023-06-11 15:13:20.512360,0 days 00:00:00.056624,6,0.5845682525884711,0.0005419944019148194,1.0164236147157939e-07,0.015375844580627617,89,7,15,58,PRUNED
158,158,0.7927597461529765,2023-06-11 15:15:22.175169,2023-06-11 15:15:22.245305,0 days 00:00:00.070136,6,0.6762237221468962,3.2494312278425924e-06,3.0142081961204366e-06,0.01640022254530985,97,4,8,61,PRUNED
317,317,0.7931619308371876,2023-06-11 15:16:29.749895,2023-06-11 15:16:29.831977,0 days 00:00:00.082082,5,0.6658514229518773,3.353993103159288e-05,7.213886622548843e-05,0.014902901177154674,107,4,22,30,PRUNED
278,278,0.7936621591690194,2023-06-11 15:16:10.820525,2023-06-11 15:16:10.900427,0 days 00:00:00.079902,5,0.583527007204589,0.0003669769258354564,8.029354396114957e-08,0.014978612782821086,133,4,21,56,PRUNED
440,440,0.7962016993502913,2023-06-11 15:16:54.406796,2023-06-11 15:16:54.499073,0 days 00:00:00.092277,1,0.6783758678456684,0.05716482059451981,2.858736216844584e-07,0.014665298731775883,94,5,20,57,PRUNED
575,575,0.801753960733389,2023-06-11 15:17:31.746204,2023-06-11 15:17:31.860117,0 days 00:00:00.113913,7,0.6894786620753202,0.009633240426295953,7.105262751979048e-08,0.015550019734905824,166,8,10,62,PRUNED
832,832,0.802227368572867,2023-06-11 15:18:17.618277,2023-06-11 15:18:17.745545,0 days 00:00:00.127268,5,0.6129593940490913,0.2894956995016269,1.5384905944084498e-05,0.014189432117094133,134,6,28,62,PRUNED
352,352,0.8096772367501432,2023-06-11 15:16:37.222537,2023-06-11 15:16:37.309044,0 days 00:00:00.086507,6,0.5471256324000128,8.848958464988242e-05,7.409846096023308e-07,0.013985921324022007,246,4,21,34,PRUNED
687,687,0.8098586080755469,2023-06-11 15:17:46.983102,2023-06-11 15:17:47.097978,0 days 00:00:00.114876,7,0.6795804139387527,1.5659033538232158e-06,0.06830790908788403,0.014196411373000067,133,4,62,57,PRUNED
20,20,0.8109161374013052,2023-06-11 15:13:15.284529,2023-06-11 15:13:15.350618,0 days 00:00:00.066089,6,0.6517201523856385,0.00363107780239745,8.068459297574298,0.01947621865340481,112,8,83,36,PRUNED
762,762,0.811235259170755,2023-06-11 15:18:00.952242,2023-06-11 15:18:01.082759,0 days 00:00:00.130517,5,0.6845403607480084,0.00900252294518324,0.029454794109839318,0.014582209786179922,175,7,86,60,PRUNED
603,603,0.8128336839794764,2023-06-11 15:17:34.906122,2023-06-11 15:17:35.016390,0 days 00:00:00.110268,6,0.45510883216777875,0.00044534741429877456,0.002295556981060791,0.013379510573824234,120,7,21,56,PRUNED
214,214,0.8158651362959083,2023-06-11 15:15:44.457665,2023-06-11 15:15:44.535494,0 days 00:00:00.077829,5,0.616915285798103,3.3148505027243733e-06,9.072611532311126e-08,0.013076327922904871,136,4,20,58,PRUNED
737,737,0.8166703492819067,2023-06-11 15:17:55.334029,2023-06-11 15:17:55.458311,0 days 00:00:00.124282,6,0.6175201384120244,1.8947156441775858e-05,0.0003763201307084509,0.01263968984005722,135,6,12,34,PRUNED
448,448,0.8171774197100626,2023-06-11 15:16:57.456817,2023-06-11 15:16:57.549553,0 days 00:00:00.092736,7,0.6175791606989335,5.645604685225469e-06,1.3943269716279776e-07,0.012975357060740444,132,8,15,28,PRUNED
907,907,0.8177547618184853,2023-06-11 15:18:29.550580,2023-06-11 15:18:29.682529,0 days 00:00:00.131949,1,0.6388308451104409,3.808757185755949e-07,9.135829802813857e-07,0.013300001857442408,164,4,11,61,PRUNED
537,537,0.8226958881922956,2023-06-11 15:17:24.706661,2023-06-11 15:17:24.824185,0 days 00:00:00.117524,6,0.629219373351654,7.101676792849321e-07,2.9611203056662805e-06,0.01138290320343357,37,7,30,35,PRUNED
39,39,0.8233368063798882,2023-06-11 15:13:38.890237,2023-06-11 15:13:38.957421,0 days 00:00:00.067184,5,0.6159687591415246,1.7750053341276834e-08,1.085741946917031e-08,0.015464140004211079,192,8,5,38,PRUNED
956,956,0.8258551267621752,2023-06-11 15:18:38.023490,2023-06-11 15:18:38.154113,0 days 00:00:00.130623,1,0.6535705212062862,0.020272638274104252,1.49195383119881e-07,0.012030003966044193,185,4,24,60,PRUNED
67,67,0.8286612640080179,2023-06-11 15:14:04.593695,2023-06-11 15:14:04.658559,0 days 00:00:00.064864,5,0.65609700378468,0.007027240639045845,2.885529151130013e-07,0.012558596170096442,113,7,59,61,PRUNED
542,542,0.8308488865879226,2023-06-11 15:17:25.286322,2023-06-11 15:17:25.391325,0 days 00:00:00.105003,6,0.5812254008321276,5.451649278300263e-06,7.93047042746732e-05,0.012727254250198699,88,4,83,39,PRUNED
283,283,0.8318844902590554,2023-06-11 15:16:11.259538,2023-06-11 15:16:11.343041,0 days 00:00:00.083503,6,0.6509246460324424,6.319314784944876e-06,2.5286672482419226e-05,0.011879640562923326,129,7,29,25,PRUNED
643,643,0.8323252149932263,2023-06-11 15:17:39.452441,2023-06-11 15:17:39.559986,0 days 00:00:00.107545,5,0.6338882436282756,4.273804030932479e-05,7.340142819232824e-08,0.011490439799370162,121,4,16,62,PRUNED
408,408,0.8323938802866637,2023-06-11 15:16:48.957086,2023-06-11 15:16:49.048167,0 days 00:00:00.091081,6,0.5966211986731251,5.324851994395953e-05,4.066786187086083e-07,0.011693753632608385,216,7,15,58,PRUNED
493,493,0.8357731434232677,2023-06-11 15:17:17.892926,2023-06-11 15:17:17.988142,0 days 00:00:00.095216,2,0.6473831808871394,0.00025557873879196685,0.0002586141824743959,0.010938942003891877,82,5,15,34,PRUNED
841,841,0.8384899277056429,2023-06-11 15:18:18.758750,2023-06-11 15:18:18.880959,0 days 00:00:00.122209,7,0.6853961200258284,3.2743076873619315e-05,5.949204881346684,0.013096653919777214,75,4,21,64,PRUNED
27,27,0.8386892177491281,2023-06-11 15:13:26.638405,2023-06-11 15:13:26.709540,0 days 00:00:00.071135,6,0.6269898311709177,0.0006730560227805306,6.596085973251672e-08,0.011184314269718273,192,4,28,44,PRUNED
357,357,0.839516436849109,2023-06-11 15:16:37.654855,2023-06-11 15:16:37.738375,0 days 00:00:00.083520,6,0.5392702251343029,0.0018002138010183085,6.549429491721686e-08,0.011129603627935762,106,4,20,56,PRUNED
875,875,0.848760689203534,2023-06-11 15:18:23.351114,2023-06-11 15:18:23.474211,0 days 00:00:00.123097,4,0.6072532455427342,2.4636192887377873e-05,0.0003243479958066537,0.010151045202700923,150,5,20,55,PRUNED
726,726,0.8492959115885297,2023-06-11 15:17:53.982885,2023-06-11 15:17:54.116264,0 days 00:00:00.133379,6,0.6245801472655259,1.3099350182479352e-05,4.992643449532387e-06,0.010830272736678833,139,4,9,54,PRUNED
293,293,0.8506239460038293,2023-06-11 15:16:16.638757,2023-06-11 15:16:16.719692,0 days 00:00:00.080935,4,0.6789133319889027,3.4988932357821073e-07,2.2565388886610583e-08,0.009922492737450949,147,6,17,56,PRUNED
949,949,0.851221819435103,2023-06-11 15:18:37.088599,2023-06-11 15:18:37.218932,0 days 00:00:00.130333,5,0.5321291471580837,5.438798008287263,9.653581612779061e-08,0.010914134299895871,177,7,29,41,PRUNED
815,815,0.8524536865629054,2023-06-11 15:18:15.451678,2023-06-11 15:18:15.581127,0 days 00:00:00.129449,5,0.6932449941171893,5.05189712197736e-05,1.2795051150960497e-05,0.010770411843190709,139,7,9,40,PRUNED
691,691,0.8525020479079823,2023-06-11 15:17:47.460486,2023-06-11 15:17:47.577968,0 days 00:00:00.117482,1,0.4591485467697015,0.000662173612675868,0.00013854013221797971,0.009844756539945869,156,6,34,38,PRUNED
449,449,0.854422189169284,2023-06-11 15:16:57.550125,2023-06-11 15:16:57.645318,0 days 00:00:00.095193,1,0.6594146109320459,1.7916882776447647e-06,3.2647517171307453e-07,0.010147336294084547,90,4,99,21,PRUNED
224,224,0.855292815229251,2023-06-11 15:15:47.545540,2023-06-11 15:15:47.623366,0 days 00:00:00.077826,5,0.65410953681322,0.00027339086660686926,8.145692239580778e-08,0.009661241499889285,154,4,14,62,PRUNED
356,356,0.8565848920429838,2023-06-11 15:16:37.570571,2023-06-11 15:16:37.654304,0 days 00:00:00.083733,3,0.5247179386715612,0.0004025670927578971,2.0489581858125702e-07,0.009807650463012562,119,4,17,19,PRUNED
602,602,0.8585684420517494,2023-06-11 15:17:34.790202,2023-06-11 15:17:34.903786,0 days 00:00:00.113584,5,0.5780615195077706,0.00014222626442518218,5.1504409986608516e-08,0.0092514756832108,85,4,12,54,PRUNED
518,518,0.8587561906009685,2023-06-11 15:17:20.454186,2023-06-11 15:17:20.555905,0 days 00:00:00.101719,5,0.42994138048303615,0.001909933459718322,4.339574374092054e-08,0.009547302505283446,164,9,33,59,PRUNED
914,914,0.861723928008691,2023-06-11 15:18:30.505971,2023-06-11 15:18:30.632741,0 days 00:00:00.126770,6,0.6149195353767434,7.93966467475843e-06,1.4639152685481266e-05,0.009189562557081398,174,6,24,60,PRUNED
831,831,0.8659518663925461,2023-06-11 15:18:17.494842,2023-06-11 15:18:17.617618,0 days 00:00:00.122776,5,0.5744523283286457,8.85816744199041e-05,1.0309583013315814e-07,0.008752389523024411,96,4,17,26,PRUNED
40,40,0.8665361869243415,2023-06-11 15:13:38.958093,2023-06-11 15:13:39.021370,0 days 00:00:00.063277,4,0.6634891930666379,1.9267047333466252e-05,4.19651724434497e-06,0.009184101869083323,158,5,10,44,PRUNED
757,757,0.8701470219781419,2023-06-11 15:18:00.317586,2023-06-11 15:18:00.435749,0 days 00:00:00.118163,2,0.5904417364936698,2.979986922681829e-05,7.275198938400698e-07,0.008767979678264265,152,6,24,57,PRUNED
421,421,0.8719452684606526,2023-06-11 15:16:50.254233,2023-06-11 15:16:50.353114,0 days 00:00:00.098881,6,0.6414689408337997,0.09194958456159405,3.586897726684201e-05,0.008092752947120387,116,4,23,59,PRUNED
987,987,0.8725009034006842,2023-06-11 15:18:44.366822,2023-06-11 15:18:44.500785,0 days 00:00:00.133963,1,0.6621332907620321,1.2746424097836186e-05,1.5318576801051953e-06,0.00828171670929907,152,5,17,21,PRUNED
476,476,0.8734376029345047,2023-06-11 15:17:12.145977,2023-06-11 15:17:12.242764,0 days 00:00:00.096787,6,0.6312583832383989,0.0001480155036591378,3.7077525981384015e-06,0.008480193815541104,211,4,53,60,PRUNED
567,567,0.8741769375411225,2023-06-11 15:17:30.818863,2023-06-11 15:17:30.937460,0 days 00:00:00.118597,5,0.6144569247241026,2.991066355635334e-06,1.794464689072491e-08,0.00820220340251,193,7,21,36,PRUNED
328,328,0.8746304688787442,2023-06-11 15:16:32.981977,2023-06-11 15:16:33.070214,0 days 00:00:00.088237,1,0.6103265075925036,2.918537534553574e-07,6.931730742448384e-06,0.00792809587423529,157,6,26,56,PRUNED
761,761,0.8767556693345553,2023-06-11 15:18:00.815598,2023-06-11 15:18:00.951487,0 days 00:00:00.135889,4,0.41844744064998807,5.424790190483339e-06,6.4306174186287206e-06,0.008132826340408126,75,4,20,36,PRUNED
653,653,0.8791461908848798,2023-06-11 15:17:40.615459,2023-06-11 15:17:40.725309,0 days 00:00:00.109850,1,0.6231839297873835,4.3118808149424273e-07,1.9153378618774466e-07,0.007795075480804232,115,4,23,58,PRUNED
381,381,0.8800082705129685,2023-06-11 15:16:44.332102,2023-06-11 15:16:44.417853,0 days 00:00:00.085751,6,0.4997565493113101,3.790037893439846e-08,6.873451387778496e-07,0.008231362327006313,144,4,13,36,PRUNED
582,582,0.8849735798486954,2023-06-11 15:17:32.529048,2023-06-11 15:17:32.646505,0 days 00:00:00.117457,5,0.6258685643798952,2.7718403671556367e-07,3.721411546013104e-08,0.007151750025427092,219,7,16,42,PRUNED
997,997,0.8855257765517961,2023-06-11 15:18:45.812046,2023-06-11 15:18:45.946045,0 days 00:00:00.133999,1,0.6311545661594434,2.591936722887351e-07,1.9161155501845318e-08,0.007238016827739706,137,4,12,56,PRUNED
996,996,0.8864443239706484,2023-06-11 15:18:45.674865,2023-06-11 15:18:45.811440,0 days 00:00:00.136575,2,0.4429882796328047,1.3406910273947153e-06,7.938431162512204e-06,0.006865758364115784,85,7,21,52,PRUNED
258,258,0.8881386867366956,2023-06-11 15:16:02.240638,2023-06-11 15:16:02.321189,0 days 00:00:00.080551,6,0.632927375010982,0.0017044688229226207,2.8757262621030253e-07,0.007150628141399994,178,4,23,57,PRUNED
307,307,0.8887293355545804,2023-06-11 15:16:26.764377,2023-06-11 15:16:26.856236,0 days 00:00:00.091859,7,0.6823615894936417,9.162060345820182e-06,9.51909883504117e-08,0.006947640512493657,63,4,14,57,PRUNED
423,423,0.8912287743661673,2023-06-11 15:16:50.443526,2023-06-11 15:16:50.538094,0 days 00:00:00.094568,5,0.4878180638081393,1.2060748303085159e-05,5.636048051696969e-07,0.006832342617844339,94,4,11,53,PRUNED
823,823,0.8918756248722607,2023-06-11 15:18:16.464261,2023-06-11 15:18:16.591792,0 days 00:00:00.127531,6,0.6285999678181097,0.0001445847496561743,4.076814095939248e-06,0.006764346747999413,182,4,15,59,PRUNED
872,872,0.891965925479679,2023-06-11 15:18:22.975561,2023-06-11 15:18:23.099101,0 days 00:00:00.123540,5,0.33987999286341464,1.4515660258867864e-06,2.7921325489702477e-06,0.007055268157325694,218,6,22,37,PRUNED
546,546,0.8944058120230298,2023-06-11 15:17:25.749783,2023-06-11 15:17:25.852543,0 days 00:00:00.102760,7,0.5513919421108454,0.00015985135225821148,3.191683211536967e-07,0.0066173720059204,113,4,21,30,PRUNED
711,711,0.895091155714176,2023-06-11 15:17:52.080072,2023-06-11 15:17:52.205064,0 days 00:00:00.124992,1,0.6189799995388406,0.0015832848107420914,2.0432905921620064e-07,0.006528932822652195,79,4,22,43,PRUNED
977,977,0.8973104624115901,2023-06-11 15:18:43.022276,2023-06-11 15:18:43.154623,0 days 00:00:00.132347,6,0.6453695542322831,1.6692573057438784e-06,9.57149831601765e-08,0.006156530138311275,238,7,26,42,PRUNED
538,538,0.9000057925913711,2023-06-11 15:17:24.824955,2023-06-11 15:17:24.933602,0 days 00:00:00.108647,5,0.6608678068694158,2.975800562700793e-06,0.007705186751380848,0.00622173150941798,71,4,15,59,PRUNED
506,506,0.9008762019776273,2023-06-11 15:17:19.231127,2023-06-11 15:17:19.327041,0 days 00:00:00.095914,5,0.6620907099757966,1.4305198187475275e-05,4.08644315224715e-06,0.005937953739779383,87,4,14,44,PRUNED
413,413,0.9011061830683651,2023-06-11 15:16:49.441802,2023-06-11 15:16:49.534639,0 days 00:00:00.092837,7,0.634756125854161,2.8726395950324834e-05,5.729287873061912e-08,0.005830969295000118,65,6,17,55,PRUNED
697,697,0.903623272483692,2023-06-11 15:17:48.165867,2023-06-11 15:17:48.284553,0 days 00:00:00.118686,2,0.5357120534096373,0.0009933831765727445,3.823564416186314e-07,0.0059631761963660984,85,6,11,21,PRUNED
635,635,0.9037209576456982,2023-06-11 15:17:38.525708,2023-06-11 15:17:38.645991,0 days 00:00:00.120283,7,0.6825228563688793,0.014540435071982992,4.24010931686551e-08,0.005707020155047373,203,7,27,56,PRUNED
773,773,0.9048318963369957,2023-06-11 15:18:04.810261,2023-06-11 15:18:04.943712,0 days 00:00:00.133451,5,0.6780114630213735,6.7321093658331e-08,1.0697648211769351e-06,0.005607336458914776,148,8,27,23,PRUNED
919,919,0.9078340753840914,2023-06-11 15:18:31.163073,2023-06-11 15:18:31.292826,0 days 00:00:00.129753,6,0.3760338509916348,1.3026430571753992e-06,0.00011020200779095958,0.005780182874128794,103,4,17,58,PRUNED
170,170,0.909447236558931,2023-06-11 15:15:24.952961,2023-06-11 15:15:25.027775,0 days 00:00:00.074814,6,0.6856999667622661,8.299480433299106e-07,6.356753195147605e-07,0.005534339519204089,170,4,19,37,PRUNED
468,468,0.9108766399807317,2023-06-11 15:17:09.126818,2023-06-11 15:17:09.225891,0 days 00:00:00.099073,6,0.4076407269084489,1.086967829965766e-08,1.321760422721048e-08,0.00531278990466737,159,7,18,58,PRUNED
371,371,0.9131553987604841,2023-06-11 15:16:43.376033,2023-06-11 15:16:43.478172,0 days 00:00:00.102139,6,0.688827490564216,8.030349636834715e-08,2.059002151309232e-05,0.005394172129239696,161,6,11,37,PRUNED
878,878,0.9135875393986073,2023-06-11 15:18:23.731822,2023-06-11 15:18:23.856482,0 days 00:00:00.124660,6,0.3624875956585958,2.7856774750279288e-06,1.0012435543328953e-08,0.005302151181813886,97,4,16,61,PRUNED
800,800,0.9145231010196466,2023-06-11 15:18:13.370366,2023-06-11 15:18:13.584409,0 days 00:00:00.214043,6,0.4940434365773509,0.0057399594755134144,4.874725907378783e-07,0.004883368239660026,96,4,27,55,PRUNED
624,624,0.9150496112949887,2023-06-11 15:17:37.268301,2023-06-11 15:17:37.375614,0 days 00:00:00.107313,1,0.47814660108660306,4.6792971132702264e-08,4.952839523558473e-07,0.005034576111485349,99,4,13,41,PRUNED
396,396,0.9154359894948998,2023-06-11 15:16:47.838693,2023-06-11 15:16:47.926689,0 days 00:00:00.087996,6,0.6994749670995182,3.613836549721991e-05,5.768880919641383e-07,0.004710403185837617,60,5,18,22,PRUNED
555,555,0.9206067511059093,2023-06-11 15:17:26.758328,2023-06-11 15:17:26.874472,0 days 00:00:00.116144,6,0.47360987236723984,0.0011279238810231553,0.030830625330494743,0.004957980895164872,118,6,8,28,PRUNED
710,710,0.9212294098507955,2023-06-11 15:17:51.960074,2023-06-11 15:17:52.079316,0 days 00:00:00.119242,3,0.6823036661118969,6.101316732450979e-06,1.8235954611896625e-05,0.004314452147855505,65,6,17,19,PRUNED
492,492,0.9226627679554463,2023-06-11 15:17:17.796773,2023-06-11 15:17:17.892362,0 days 00:00:00.095589,5,0.3853874681188958,8.339170881005019e-06,1.8154933129769026e-08,0.004646498603770792,116,4,20,37,PRUNED
779,779,0.923261875814479,2023-06-11 15:18:08.343355,2023-06-11 15:18:08.466499,0 days 00:00:00.123144,4,0.5447484545722211,7.743962095936993e-06,1.008234190964102e-08,0.004393046695102479,214,6,11,45,PRUNED
592,592,0.9247223870143191,2023-06-11 15:17:33.699973,2023-06-11 15:17:33.807986,0 days 00:00:00.108013,1,0.6375910644671687,7.395460153677352e-06,2.756939937554241e-05,0.004191115404185611,234,4,15,33,PRUNED
937,937,0.9248667548267875,2023-06-11 15:18:35.489052,2023-06-11 15:18:35.617680,0 days 00:00:00.128628,1,0.6635369630432854,2.1515832122508974e-07,4.726887157098907e-07,0.004065864294131488,215,4,26,60,PRUNED
906,906,0.9252691413252049,2023-06-11 15:18:29.420888,2023-06-11 15:18:29.549804,0 days 00:00:00.128916,6,0.44409442967189916,2.1179329707246826,0.8642726283067425,0.0047914305489452705,207,7,60,58,PRUNED
319,319,0.9262975688904911,2023-06-11 15:16:29.923314,2023-06-11 15:16:30.016166,0 days 00:00:00.092852,6,0.5539114962784857,0.0473677040967466,0.00023652156379389697,0.004016971906804999,59,7,28,26,PRUNED
795,795,0.9269002447615683,2023-06-11 15:18:10.340473,2023-06-11 15:18:10.468023,0 days 00:00:00.127550,1,0.5972829578210527,7.46584750891753,1.231935062186769e-07,0.004480771745072744,46,4,20,33,PRUNED
17,17,0.9275327736746005,2023-06-11 15:13:10.181871,2023-06-11 15:13:10.237503,0 days 00:00:00.055632,6,0.6107896032662459,0.0021385178454152985,1.2724936794930328e-06,0.003878685317146353,85,7,35,37,PRUNED
429,429,0.9279378257269616,2023-06-11 15:16:51.030795,2023-06-11 15:16:51.125550,0 days 00:00:00.094755,6,0.6047600607672052,4.2294485263634184e-07,1.0329876298502125e-06,0.003982147817620993,72,7,30,58,PRUNED
843,843,0.9290000733386192,2023-06-11 15:18:19.008217,2023-06-11 15:18:19.132519,0 days 00:00:00.124302,5,0.6006398092812426,0.007151827851880483,0.0005341614555395303,0.003756690383768795,226,6,15,57,PRUNED
661,661,0.9290238510336976,2023-06-11 15:17:43.965213,2023-06-11 15:17:44.081266,0 days 00:00:00.116053,7,0.5616385958826291,0.005689570379196992,7.602304327236169e-07,0.003894998312884666,99,7,13,61,PRUNED
961,961,0.9307638602870117,2023-06-11 15:18:38.677913,2023-06-11 15:18:38.807969,0 days 00:00:00.130056,5,0.677204259060225,0.000508357187944796,5.504183993584139e-08,0.0036623734883444977,95,5,19,59,PRUNED
707,707,0.9317776380472004,2023-06-11 15:17:51.602517,2023-06-11 15:17:51.722872,0 days 00:00:00.120355,6,0.6272541522689851,5.118559600152004e-05,2.9598638964696066e-07,0.0037348880392581055,105,9,7,58,PRUNED
628,628,0.9334267634155052,2023-06-11 15:17:37.713637,2023-06-11 15:17:37.829436,0 days 00:00:00.115799,7,0.640690715936906,0.03850294427181255,0.0002087678261048287,0.003623281917434111,157,8,15,57,PRUNED
807,807,0.9375883055187052,2023-06-11 15:18:14.365965,2023-06-11 15:18:14.491261,0 days 00:00:00.125296,6,0.6085018933875206,0.08942437911397987,1.5239714262130612e-08,0.003416240564993102,50,4,56,39,PRUNED
533,533,0.9389781037834768,2023-06-11 15:17:24.272792,2023-06-11 15:17:24.377458,0 days 00:00:00.104666,5,0.4555456627750725,5.0990944563984955e-05,7.635087247115839e-07,0.003259540028940812,197,4,23,58,PRUNED
400,400,0.9391150061647161,2023-06-11 15:16:48.192831,2023-06-11 15:16:48.297660,0 days 00:00:00.104829,6,0.647234586494191,1.5077993558056167e-06,0.0001583400012952902,0.0031303213468737625,116,6,21,39,PRUNED
640,640,0.9391963455327789,2023-06-11 15:17:39.105208,2023-06-11 15:17:39.219792,0 days 00:00:00.114584,6,0.5850966663171496,5.896047389650674e-06,3.853579400905623e-06,0.003130475064736983,96,7,30,14,PRUNED
738,738,0.939653216174594,2023-06-11 15:17:55.462896,2023-06-11 15:17:55.661540,0 days 00:00:00.198644,7,0.6690935022346772,1.693671335511196e-08,4.460946730692021e-08,0.0031433634759202534,85,4,19,60,PRUNED
186,186,0.9402270349901802,2023-06-11 15:15:30.597847,2023-06-11 15:15:30.676671,0 days 00:00:00.078824,5,0.6402522894927297,0.0001193805125693548,3.266196854344898e-06,0.003220241074131918,148,4,15,55,PRUNED
524,524,0.9409392394461862,2023-06-11 15:17:21.107967,2023-06-11 15:17:21.206459,0 days 00:00:00.098492,5,0.6244394001287805,1.9999170483183617e-06,2.0905005031166244,0.003536828028342557,84,4,18,21,PRUNED
960,960,0.9424127861425299,2023-06-11 15:18:38.548246,2023-06-11 15:18:38.677174,0 days 00:00:00.128928,6,0.6127163938780221,0.0007751705572647969,1.0182212800664373e-08,0.002923950001238966,72,6,26,39,PRUNED
662,662,0.9433463175633968,2023-06-11 15:17:44.081995,2023-06-11 15:17:44.197647,0 days 00:00:00.115652,1,0.6074128712933684,5.084580243332073e-06,1.3018394184894869e-08,0.003029834811345604,165,5,23,31,PRUNED
775,775,0.945025234920743,2023-06-11 15:18:07.834825,2023-06-11 15:18:07.963832,0 days 00:00:00.129007,1,0.4475285600948537,3.642122681090581e-08,3.524861332535194e-08,0.002751324831562131,82,4,21,52,PRUNED
913,913,0.9459710935838662,2023-06-11 15:18:30.373711,2023-06-11 15:18:30.505219,0 days 00:00:00.131508,4,0.33670417208644166,0.004293226865333054,0.0021126563007443024,0.002913804311357157,115,4,15,63,PRUNED
642,642,0.9460214207320027,2023-06-11 15:17:39.337349,2023-06-11 15:17:39.451727,0 days 00:00:00.114378,6,0.6495992884716749,0.0019239905535990743,6.471892202763835e-07,0.0026887279534888154,207,4,19,19,PRUNED
273,273,0.947237511647655,2023-06-11 15:16:10.390418,2023-06-11 15:16:10.471741,0 days 00:00:00.081323,5,0.6149673528487846,0.00010636874478552315,7.394350719531427e-07,0.0027290576937399518,242,4,65,36,PRUNED
847,847,0.9475993625695946,2023-06-11 15:18:19.515063,2023-06-11 15:18:19.640522,0 days 00:00:00.125459,6,0.6742623912049285,4.5430717515986e-06,1.5825976357438204e-08,0.002560828051811446,197,6,13,39,PRUNED
551,551,0.9491620638119156,2023-06-11 15:17:26.315809,2023-06-11 15:17:26.425653,0 days 00:00:00.109844,6,0.6373898598747868,3.754044371588819e-05,0.00024870147127980147,0.0025846988728302133,135,4,17,33,PRUNED
473,473,0.950919284369068,2023-06-11 15:17:11.847678,2023-06-11 15:17:11.942036,0 days 00:00:00.094358,6,0.466857474438379,0.005419238419097041,2.808821874743769e-07,0.0025627555673183888,150,6,63,34,PRUNED
509,509,0.9511572047586211,2023-06-11 15:17:19.540514,2023-06-11 15:17:19.635812,0 days 00:00:00.095298,4,0.6810954250852176,0.00013173021628594156,1.4736332481169724e-06,0.002324928994966325,63,6,19,58,PRUNED
597,597,0.9517860195682921,2023-06-11 15:17:34.241459,2023-06-11 15:17:34.352545,0 days 00:00:00.111086,5,0.6927998382912126,5.1440300514732145e-06,1.7305498764877304e-07,0.0023070439334025514,178,6,17,31,PRUNED
973,973,0.9528057395923523,2023-06-11 15:18:42.494926,2023-06-11 15:18:42.625021,0 days 00:00:00.130095,7,0.5212157339951613,1.6209665711170647e-05,2.1586484753630045e-07,0.002265330796978239,87,7,34,61,PRUNED
748,748,0.9533250789014308,2023-06-11 15:17:56.780696,2023-06-11 15:17:56.899151,0 days 00:00:00.118455,6,0.3305224745224242,8.895458021053373e-06,2.553817377743088e-07,0.002326874276656246,91,4,17,56,PRUNED
724,724,0.9542507817989512,2023-06-11 15:17:53.739328,2023-06-11 15:17:53.855874,0 days 00:00:00.116546,6,0.5289603342306161,3.116929036333168,1.1542667326068758e-07,0.0022203159077865556,56,7,19,51,PRUNED
855,855,0.955821756803909,2023-06-11 15:18:20.728113,2023-06-11 15:18:20.855259,0 days 00:00:00.127146,6,0.5869392803785177,2.271153226062399e-08,0.8447618575263472,0.0022253088727531654,66,4,33,18,PRUNED
734,734,0.9578864311512943,2023-06-11 15:17:54.966087,2023-06-11 15:17:55.086079,0 days 00:00:00.119992,4,0.6312339302722257,0.9791351407654738,1.680544256334004e-07,0.002010482508367566,179,6,21,57,PRUNED
969,969,0.9585534182451135,2023-06-11 15:18:41.969677,2023-06-11 15:18:42.099482,0 days 00:00:00.129805,6,0.498054261348948,9.57928886544666e-08,0.16023574113742908,0.002039293889320012,164,7,24,38,PRUNED
513,513,0.9588536102724748,2023-06-11 15:17:19.948758,2023-06-11 15:17:20.044565,0 days 00:00:00.095807,6,0.5323735917002286,5.1735054523953826e-08,1.417813476795775e-08,0.001970895712338188,122,4,13,35,PRUNED
378,378,0.9589270420562832,2023-06-11 15:16:44.051092,2023-06-11 15:16:44.140187,0 days 00:00:00.089095,7,0.560169162216054,4.6162187857657166e-08,0.00046128823312610335,0.0020084369634171557,238,7,7,39,PRUNED
910,910,0.9599850835879078,2023-06-11 15:18:29.950630,2023-06-11 15:18:30.076699,0 days 00:00:00.126069,7,0.39731178724332145,2.4913652621190938e-05,1.4128267035333553e-07,0.0018381546253639872,56,7,22,28,PRUNED
